scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,canonical_start,canonical_end,source_file_window,scenario_config_dir,realization_config_path,run_dir,run_config_path,inputs_manifest_path,outputs_dir,logs_dir,climate_forcing_reference,technology_config_reference
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0000,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0000,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0000.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0000,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0000/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0000/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0000/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0000/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0001,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0001,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0001.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0001,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0001/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0001/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0001/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0001/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0002,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0002,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0002.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0002,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0002/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0002/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0002/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0002/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0003,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0003,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0003.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0003,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0003/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0003/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0003/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0003/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0004,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0004,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0004.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0004,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0004/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0004/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0004/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0004/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0005,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0005,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0005.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0005,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0005/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0005/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0005/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0005/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0006,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0006,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0006.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0006,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0006/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0006/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0006/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0006/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0007,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0007,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0007.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0007,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0007/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0007/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0007/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0007/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0008,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0008,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0008.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0008,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0008/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0008/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0008/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0008/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0009,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0009,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0009.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0009,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0009/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0009/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0009/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0009/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0010,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0010,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0010.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0010,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0010/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0010/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0010/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0010/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0011,mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,mid_century_2050_2070,rcp_4_5,tech_high_electrification_pv_ev,seed_0011,2050-01-01,2070-12-31,2050-2070,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev,model_v3/experiments/scenario_tree/configs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev/seed_0011.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0011,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0011/run_config.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0011/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0011/outputs,model_v3/experiments/scenario_tree/runs/mid_century_2050_2070__rcp_4_5__tech_high_electrification_pv_ev__seed_0011/logs,"{""canonical_end"": ""2070-12-31"", ""canonical_start"": ""2050-01-01"", ""pathway_id"": ""rcp_4_5"", ""source_file_window"": ""2050-2070"", ""window_id"": ""mid_century_2050_2070""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_high_electrification_pv_ev""}"
